,date,weekday,weekday_int,d,event
1753,2015-11-17,Tuesday,4,d_1754,no event
1754,2015-11-18,Wednesday,5,d_1755,no event
1755,2015-11-19,Thursday,6,d_1756,no event
1756,2015-11-20,Friday,7,d_1757,no event
1757,2015-11-21,Saturday,1,d_1758,no event
1758,2015-11-22,Sunday,2,d_1759,no event
1759,2015-11-23,Monday,3,d_1760,no event
1760,2015-11-24,Tuesday,4,d_1761,no event
1761,2015-11-25,Wednesday,5,d_1762,no event
1762,2015-11-26,Thursday,6,d_1763,Thanksgiving
1763,2015-11-27,Friday,7,d_1764,no event
1764,2015-11-28,Saturday,1,d_1765,no event
1765,2015-11-29,Sunday,2,d_1766,no event
1766,2015-11-30,Monday,3,d_1767,no event
1767,2015-12-01,Tuesday,4,d_1768,no event
1768,2015-12-02,Wednesday,5,d_1769,no event
1769,2015-12-03,Thursday,6,d_1770,no event
1770,2015-12-04,Friday,7,d_1771,no event
1771,2015-12-05,Saturday,1,d_1772,no event
1772,2015-12-06,Sunday,2,d_1773,no event
1773,2015-12-07,Monday,3,d_1774,no event
1774,2015-12-08,Tuesday,4,d_1775,no event
1775,2015-12-09,Wednesday,5,d_1776,no event
1776,2015-12-10,Thursday,6,d_1777,no event
1777,2015-12-11,Friday,7,d_1778,no event
1778,2015-12-12,Saturday,1,d_1779,no event
1779,2015-12-13,Sunday,2,d_1780,no event
1780,2015-12-14,Monday,3,d_1781,no event
1781,2015-12-15,Tuesday,4,d_1782,no event
1782,2015-12-16,Wednesday,5,d_1783,no event
1783,2015-12-17,Thursday,6,d_1784,no event
1784,2015-12-18,Friday,7,d_1785,no event
1785,2015-12-19,Saturday,1,d_1786,no event
1786,2015-12-20,Sunday,2,d_1787,no event
1787,2015-12-21,Monday,3,d_1788,no event
1788,2015-12-22,Tuesday,4,d_1789,no event
1789,2015-12-23,Wednesday,5,d_1790,no event
1790,2015-12-24,Thursday,6,d_1791,no event
1791,2015-12-25,Friday,7,d_1792,no event
1792,2015-12-26,Saturday,1,d_1793,no event
1793,2015-12-27,Sunday,2,d_1794,no event
1794,2015-12-28,Monday,3,d_1795,no event
1795,2015-12-29,Tuesday,4,d_1796,no event
1796,2015-12-30,Wednesday,5,d_1797,no event
1797,2015-12-31,Thursday,6,d_1798,no event
1798,2016-01-01,Friday,7,d_1799,NewYear
1799,2016-01-02,Saturday,1,d_1800,no event
1800,2016-01-03,Sunday,2,d_1801,no event
1801,2016-01-04,Monday,3,d_1802,no event
1802,2016-01-05,Tuesday,4,d_1803,no event
1803,2016-01-06,Wednesday,5,d_1804,no event
1804,2016-01-07,Thursday,6,d_1805,no event
1805,2016-01-08,Friday,7,d_1806,no event
1806,2016-01-09,Saturday,1,d_1807,no event
1807,2016-01-10,Sunday,2,d_1808,no event
1808,2016-01-11,Monday,3,d_1809,no event
1809,2016-01-12,Tuesday,4,d_1810,no event
1810,2016-01-13,Wednesday,5,d_1811,no event
1811,2016-01-14,Thursday,6,d_1812,no event
1812,2016-01-15,Friday,7,d_1813,no event
1813,2016-01-16,Saturday,1,d_1814,no event
1814,2016-01-17,Sunday,2,d_1815,no event
1815,2016-01-18,Monday,3,d_1816,no event
1816,2016-01-19,Tuesday,4,d_1817,no event
1817,2016-01-20,Wednesday,5,d_1818,no event
1818,2016-01-21,Thursday,6,d_1819,no event
1819,2016-01-22,Friday,7,d_1820,no event
1820,2016-01-23,Saturday,1,d_1821,no event
1821,2016-01-24,Sunday,2,d_1822,no event
1822,2016-01-25,Monday,3,d_1823,no event
1823,2016-01-26,Tuesday,4,d_1824,no event
1824,2016-01-27,Wednesday,5,d_1825,no event
1825,2016-01-28,Thursday,6,d_1826,no event
1826,2016-01-29,Friday,7,d_1827,no event
1827,2016-01-30,Saturday,1,d_1828,no event
1828,2016-01-31,Sunday,2,d_1829,no event
1829,2016-02-01,Monday,3,d_1830,no event
1830,2016-02-02,Tuesday,4,d_1831,no event
1831,2016-02-03,Wednesday,5,d_1832,no event
1832,2016-02-04,Thursday,6,d_1833,no event
1833,2016-02-05,Friday,7,d_1834,no event
1834,2016-02-06,Saturday,1,d_1835,no event
1835,2016-02-07,Sunday,2,d_1836,SuperBowl
1836,2016-02-08,Monday,3,d_1837,no event
1837,2016-02-09,Tuesday,4,d_1838,no event
1838,2016-02-10,Wednesday,5,d_1839,no event
1839,2016-02-11,Thursday,6,d_1840,no event
1840,2016-02-12,Friday,7,d_1841,no event
1841,2016-02-13,Saturday,1,d_1842,no event
1842,2016-02-14,Sunday,2,d_1843,no event
1843,2016-02-15,Monday,3,d_1844,no event
1844,2016-02-16,Tuesday,4,d_1845,no event
1845,2016-02-17,Wednesday,5,d_1846,no event
1846,2016-02-18,Thursday,6,d_1847,no event
1847,2016-02-19,Friday,7,d_1848,no event
1848,2016-02-20,Saturday,1,d_1849,no event
1849,2016-02-21,Sunday,2,d_1850,no event
1850,2016-02-22,Monday,3,d_1851,no event
1851,2016-02-23,Tuesday,4,d_1852,no event
1852,2016-02-24,Wednesday,5,d_1853,no event
1853,2016-02-25,Thursday,6,d_1854,no event
1854,2016-02-26,Friday,7,d_1855,no event
1855,2016-02-27,Saturday,1,d_1856,no event
1856,2016-02-28,Sunday,2,d_1857,no event
1857,2016-02-29,Monday,3,d_1858,no event
1858,2016-03-01,Tuesday,4,d_1859,no event
1859,2016-03-02,Wednesday,5,d_1860,no event
1860,2016-03-03,Thursday,6,d_1861,no event
1861,2016-03-04,Friday,7,d_1862,no event
1862,2016-03-05,Saturday,1,d_1863,no event
1863,2016-03-06,Sunday,2,d_1864,no event
1864,2016-03-07,Monday,3,d_1865,no event
1865,2016-03-08,Tuesday,4,d_1866,no event
1866,2016-03-09,Wednesday,5,d_1867,no event
1867,2016-03-10,Thursday,6,d_1868,no event
1868,2016-03-11,Friday,7,d_1869,no event
1869,2016-03-12,Saturday,1,d_1870,no event
1870,2016-03-13,Sunday,2,d_1871,no event
1871,2016-03-14,Monday,3,d_1872,no event
1872,2016-03-15,Tuesday,4,d_1873,no event
1873,2016-03-16,Wednesday,5,d_1874,no event
1874,2016-03-17,Thursday,6,d_1875,no event
1875,2016-03-18,Friday,7,d_1876,no event
1876,2016-03-19,Saturday,1,d_1877,no event
1877,2016-03-20,Sunday,2,d_1878,no event
1878,2016-03-21,Monday,3,d_1879,no event
1879,2016-03-22,Tuesday,4,d_1880,no event
1880,2016-03-23,Wednesday,5,d_1881,no event
1881,2016-03-24,Thursday,6,d_1882,no event
1882,2016-03-25,Friday,7,d_1883,no event
1883,2016-03-26,Saturday,1,d_1884,no event
1884,2016-03-27,Sunday,2,d_1885,Easter
1885,2016-03-28,Monday,3,d_1886,no event
1886,2016-03-29,Tuesday,4,d_1887,no event
1887,2016-03-30,Wednesday,5,d_1888,no event
1888,2016-03-31,Thursday,6,d_1889,no event
1889,2016-04-01,Friday,7,d_1890,no event
1890,2016-04-02,Saturday,1,d_1891,no event
1891,2016-04-03,Sunday,2,d_1892,no event
1892,2016-04-04,Monday,3,d_1893,no event
1893,2016-04-05,Tuesday,4,d_1894,no event
1894,2016-04-06,Wednesday,5,d_1895,no event
1895,2016-04-07,Thursday,6,d_1896,no event
1896,2016-04-08,Friday,7,d_1897,no event
1897,2016-04-09,Saturday,1,d_1898,no event
1898,2016-04-10,Sunday,2,d_1899,no event
1899,2016-04-11,Monday,3,d_1900,no event
1900,2016-04-12,Tuesday,4,d_1901,no event
1901,2016-04-13,Wednesday,5,d_1902,no event
1902,2016-04-14,Thursday,6,d_1903,no event
1903,2016-04-15,Friday,7,d_1904,no event
1904,2016-04-16,Saturday,1,d_1905,no event
1905,2016-04-17,Sunday,2,d_1906,no event
1906,2016-04-18,Monday,3,d_1907,no event
1907,2016-04-19,Tuesday,4,d_1908,no event
1908,2016-04-20,Wednesday,5,d_1909,no event
1909,2016-04-21,Thursday,6,d_1910,no event
1910,2016-04-22,Friday,7,d_1911,no event
1911,2016-04-23,Saturday,1,d_1912,no event
1912,2016-04-24,Sunday,2,d_1913,no event
